Time [s],Packet ID,MOSI,MISO
4.647849,14071,0xD,0x0
4.64886875,14072,0xA,0x0
4.648889,14073,0x0,0x0
4.648904,14073,0xF,0x0
4.64892075,14073,0x3,0x0
4.64893525,14073,0x8,0x0
4.64895475,14074,0xD,0x0
4.64993825,14075,0xD,0x0
4.650921,14076,0xA,0x0
4.650942,14077,0x0,0x0
4.65095675,14077,0xF,0x0
4.6509735,14077,0x8,0x0
4.65098825,14077,0x8,0x0
4.65100775,14078,0xD,0x0
4.65199025,14079,0xD,0x0
4.6529955,14080,0xA,0x0
4.65301575,14081,0x0,0x0
4.6530305,14081,0xF,0x0
4.6530475,14081,0x3,0x0
4.65306175,14081,0x8,0x0
4.6530815,14082,0xD,0x0
4.65406475,14083,0xD,0x0
4.65504825,14084,0xA,0x0
4.655069,14085,0x0,0x0
4.655084,14085,0xF,0x0
4.6551005,14085,0x8,0x0
4.65511525,14085,0x8,0x0
4.655135,14086,0xD,0x0
4.65611875,14087,0xD,0x0
4.6571235,14088,0xA,0x0
4.65714375,14089,0x0,0x0
4.65715875,14089,0xF,0x0
4.6571755,14089,0x3,0x0
4.65718975,14089,0x8,0x0
4.6572095,14090,0xD,0x0
4.65819325,14091,0xD,0x0
4.65917625,14092,0xA,0x0
4.65919725,14093,0x0,0x0
4.659212,14093,0xF,0x0
4.65922875,14093,0x8,0x0
4.6592435,14093,0x8,0x0
4.65926325,14094,0xD,0x0
4.6602465,14095,0xD,0x0
4.661252,14096,0xA,0x0
4.6612725,14097,0x0,0x0
4.66128725,14097,0xF,0x0
4.661304,14097,0x3,0x0
4.6613185,14097,0x8,0x0
4.661338,14098,0xD,0x0
4.66232075,14099,0xD,0x0
4.6633045,14100,0xA,0x0
4.6633255,14101,0x0,0x0
4.66334025,14101,0xF,0x0
4.663357,14101,0x8,0x0
4.66337175,14101,0x8,0x0
4.6633915,14102,0xD,0x0
4.66437475,14103,0xD,0x0
4.66537,14104,0xA,0x0
4.6653885,14105,0xE,0x0
4.665407,14106,0x0,0x0
4.665422,14106,0x5,0x0
4.665439,14106,0xA,0x0
4.665454,14106,0x5,0x0
4.66547125,14106,0xF,0x0
4.6654855,14106,0x6,0x0
4.665503,14106,0x0,0x0
4.66551825,14106,0x0,0x0
4.66554175,14106,0x7,0x0
4.66555575,14106,0xD,0x0
